"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"집전화","청구서에 타지역번호사용서비스(기본형) 요금이 청구되었습니다. 해당 요금이 왜 나온 건가요?","","청구서에 타지역번호사용서비스(기본형) 요금이 청구되었습니다. 해당 요금이 왜 나온 건가요?","요금관련 ","타지역 번호사용 서비스(기본형) 요금은 타지역 번호 서비스를 이용하셔서 부과된 것입니다.  ■ 타지역 번호사용 서비스란?신규전화 가설 및 전화 회선 증설 등 별도의 가입자 선로 구성없이 타지역 특정전화 번호로 걸려 오는 호에 대해서 전자교환기의 착신전환 기능을 이용하여 서비스 이용자가 받고자 원하는 전화번호(일반전화, ISDN, 이동전화)로 호 전환하여 주는 서비스     ㅇ 서비스 종류     * 기본형: 가입자 선로 구성없이 타지역의 특정전화 번호로 걸려 오는 호에 대해서 서비스 이용자가 받고자 원하는 전화번                호(일반전화, ISDN, 이동전화)로 호 전환하여주는 서비스     * 플러스형: 고객이 직접 원격지에서도 착신번호변경, 확인 기능이 추가된 서비스    ㅇ 이용요금(부가세 별도)      * 접속료: 회선 당 월 13,000원(기본형, 플러스형 동일) + 연결되는 통화료     * 통화료        - 발신통화요금(일반전화 통화요금): 발신자 부담        - 호 전환구간의 시외, 휴대폰 통화요금: 서비스 이용자 부담"
"집전화","olleh 집전화 통화연결음 기업을 신청했는데 서비스 되고 있는 건 어떻게 확인하나요?","","olleh 집전화 통화연결음 기업을 신청했는데 서비스 되고 있는 건 어떻게 확인하나요?","부가서비스 이용안내 ","통화연결음 기업의 경우 제작신청에서부터 제작 의뢰하신 음원이 실제 적용되기까지는 제작 의뢰 후 3일 정도의 기간이 소요됩니다. 제작 신청한 음원이 적용되기 전까지는 전화 벨소리 4번 + ""전화해 주셔서 감사합니다. 지금 연결 중에 있으니 잠시만 기다려주세요"" 세트가 반복되어 나가게 됩니다."
"집전화","[전국통일요금제] 가입시 추가 요금을 내야 하나요?","","[전국통일요금제] 가입시 추가 요금을 내야 하나요?","요금제 안내 ","기존의 요금제와 달리 별도의 추가 부담금은 없으나, 3년 약정을 하셔야 하는 가입 조건이 있습니다."
"집전화","[국제전보] 국제전보는 어떻게 이용하나요?","","[국제전보] 국제전보는 어떻게 이용하나요?","kt 115전보","i115전보에서는 국제전보를 취급하지 않습니다. 또한, 국번 없이 115번은 국내전보만 서비스해 드리고 있습니다. 국제전보 이용신청은 전화로 하실 때는 1588-2356번, 인터넷 홈페이지(http://i115.olleh.com)에서도 접수 가능합니다."
"집전화","[전국통일요금제] 가입시 어떤 혜택을 보게 되나요?","","[전국통일요금제] 가입시 어떤 혜택을 보게 되나요?","요금제 안내 ","전국통일 요금제는 olleh 집전화 서비스 이용 고객이 전국통일 요금제 3년 약정으로 가입 시 시외통화료를 39원/3분에 제공(시내/외 동일)해 드리는 요금제입니다. (부가세 별도) ㅇ 통화요금 (부가세 별도)구분시내/시외LM비고집전화 단독39원/3분14.5원/10초주말/야간할인 없음집전화+인터넷전화 세트39원/3분13.0원/10초 ※ LM: 집전화에서 이동전화로 발신"
"집전화","누구나 olleh 집전화 발신번호표시 서비스를 이용할 수 있나요?","","누구나 olleh 집전화 발신번호표시 서비스를 이용할 수 있나요?","부가서비스 상품정보","발신번호표시 서비스는 olleh 집전화 발신번호표시 제공교환기에 수용된 명의자에 한하여 제공이 가능하오니 먼저 서비스 제공이 가능한 교환기인지 올레 고객센터(국번 없이 100번/휴대폰 이용 시 지역번호 포함)를 통해 확인 후 신청하여 주시기 바랍니다."
"집전화","[국내전보] 공휴일이 배달일로 선택되지 않습니다.","","[국내전보] 공휴일이 배달일로 선택되지 않습니다.","kt 115전보","공휴일 배달은 원칙상 불가능하며, 인터넷 신청 시 공휴일은 배달일로 설정하실 수 없습니다. 반드시 공휴일 배달이 불가피하게 필요하실 경우 ☎ 080-015-0115번으로 연락주시면 상담해 드립니다.단, 공휴일 배달 금액(공배료)은 평일 대비 3배로 부과됩니다."
"집전화","[배달조회] 제대로 접수 되었는지, 배달은 어떻게 되고 있는지 알려주세요.","","[배달조회] 제대로 접수 되었는지, 배달은 어떻게 되고 있는지 알려주세요.","kt 115전보","i115 홈페이지(http://i115.olleh.com)에서 접수내역과 배달내역을 조회하실 수 있습니다.    ○ 회원결제를 하신 후 신청내역조회를 통해 확인하시는 방법      먼저 i115 홈페이지(http://i115.olleh.com) 로그인을 하신 후 나의115 > 주문/배송내역      조회로 이동하시면 6개월 동안 보내셨던 모든 전보 목록을 확인하실 수 있습니다.  이 목록에서 고객님께서 방금 결제하셨던 전보가 있는지 확인하시고 전보번호를 클릭하시면 신청하신 전보의 상세 정보와 함께 처리현황을 확인하실 수 있는데, 그 ""처리현황""을 통해 배달 진행상황도 파악하실 수 있습니다.  처리현황이 ""신청중""일 때는 전보의 수정작성도 가능합니다. (목록에 고객님께서 신청하셨던 전보가 없다면 제대로 접수되지 않은 것입니다.   ○ 회원결제를 하신 후 [배달내역조회]를 통해 확인하시는 방법       i115 홈페이지(http://i115.olleh.com) > 로그인을 하신 후 나의115 > 주문/배송내역 조회로       이동하시면 6개월 동안 보내셨던 모든 전보 내역을 확인하실 수 있습니다.  이 목록에서 고객님이 방금 결제하셨던 전보가 있는지 확인하시고 전보번호를 클릭하시면 목록 하단부에 배달상태에 대한 자세한 정보를 알아보실 수 있습니다. (목록에 고객님께서 신청하셨던 전보가 없다면 제대로 접수되지 않은 것입니다.   ○ 비회원결제를 하신 후 배달내역조회를 통해 확인하시는 방법       로그인을 하지 않으신 경우에도 사용하실 수 있습니다.      로그인을 하지 않은 상태에서 배송조회 화면으로 들어오시면 간단하게 고객님의 전보를       찾을 수 있도록 소정의 입력 양식에 정보를 입력하신 후 해당 정보를 입력하신 후 ""확인""       버튼을 클릭하시면 해당 내역을 조회하실 수 있습니다. (조회 방법은 회원결제를 하실      때와 같습니다.)  만약 원하는 내용이 나오지 않는다면 검색내용을 더 입력해 주시고 ""조회""버튼을 클릭하시면 됩니다. ※ 보다 상세한 설명은 i115 홈페이지(http://i115.olleh.com) > 이용안내를 참고하시기 바랍니다. 만약 신청하신 전보가 목록에 나타나지 않거나 문제가 발생하였을 경우 전화 080-015-0115번으로 문의하시기 바랍니다."
"집전화","국제전화001 스페셜DC플러스에 가입하면 언제부터 혜택을 보게 되나요?","","국제전화001 스페셜DC플러스에 가입하면 언제부터 혜택을 보게 되나요?","국제전화 요금관련 ","국제전화001 스페셜DC플러스 서비스는 월 중도에 가입시 가입 월 초일로 소급 적용됩니다."
"집전화","타지역번호사용 서비스란 무엇인가요?","","타지역번호사용 서비스란 무엇인가요?","부가서비스 상품정보","■  타지역 번호 사용 서비스란?     신규전화 가설 및 전화 증설 등 별도의 전화선 구성없이 타지역 특정전화 번호로      걸려오는 통화에 대해서 착신전환 기능을 이용하여 고객님이 받고자 원하는 전화번호로     호전환하여 주는 서비스입니다."
"집전화","기존 모바일에서 회수대행 요금이었던 국제전화 001 요금에 대해 kt에 직접청구하면 어떤 점이 틀려지나요?","","기존 모바일에서 회수대행 요금이었던 국제전화 001 요금에 대해 kt에 직접청구하면 어떤 점이 틀려지나요?","국제전화 요금관련 ","이동전화에서 국제전화 001 (001, 00727, 00794, 00799 등) 서비스 이용 시 사용요금을 kt에서 직접 청구하면 유선 상품 이용 시 받을 수 있었던 할인 상품 및 포인트 적립 등의 혜택을 동일하게 받을 수 있습니다. 또한, 은행 자동이체 신청 시 매월 001 이용요금에 대해 1% 할인율을 적용하며, 이메일로 명세서를 받으실 경우는 매월 150원의 할인 혜택도 드리고 있습니다.  다만, 타 통신사 휴대폰에서 국제전화 001 이용 시 일반적으로는 이용하신 휴대폰 요금에 함께 합산되어 청구되고, 납부 방법에 따라 kt에서 별도로 요금이 청구될 수도 있습니다."
"집전화","해외 출장나간 사원이 사용한 국제전화를 회사요금에 합산할 수 있는 방법이 있나요?","","해외 출장나간 사원이 사용한 국제전화를 회사요금에 합산할 수 있는 방법이 있나요?","국제전화 요금관련 ","요금 부과번호를 회사의 업무용 전화로 합산 청구가 가능한 후불전화카드(구 kt패스카드)가 있습니다.  후불전화카드(구 kt 패스카드)란, kt가 제공하는 카드번호와 비밀번호를 이용하여 국내/해외에서 현금 없이 통화를 하거나 인터넷 콘텐츠를 이용하고 요금은 전화요금에 합산하는 전화카드 서비스입니다.  후불전화카드(구 kt 패스카드)는 가입비나 연회비가 없으며, 신청 및 자세한 사항은 olleh 고객센터(국번 없이 100번/휴대폰 이용 시 지역번호 포함) 또는 후불전화카드 고객센터(080-2580-161번)로 문의 주시면 확인하실 수 있습니다."
"집전화","kt-Express에서 시외/LM통화 사용은 어떻게 하나요?","","kt-Express에서 시외/LM통화 사용은 어떻게 하나요?","국제전화 이용안내 ","kt-Express에서 시외/LM통화 이용방법은 지역번호/사업자별 식별번호 (""0"" 포함) + 전화번호입니다."
"집전화","원계약자를 알수 없는 경우에도 명의변경이 가능한가요?","","원계약자를 알수 없는 경우에도 명의변경이 가능한가요?","기타","네, 원 계약자가 없는 경우(단독승계)에도 명의변경이 가능하오니 아래의 구비서류를 지참하시어 올레플라자로 방문해 주시기 바랍니다. ■  양수인 내방 시: 양수인 신분증, 책임 각서 작성, 설치장소입증서류, 최근 3개월분 서비스 요금 납부영수증 또는 최근 3개월분 자동이체 통장(인터넷통장 포함)■  제 3자 내방 시: 양수인 인감증명서, 인감도장(또는 인감도장 날인된 위임장), 내방인 신분증, 책임 각서 작성, 설치장소 입증서류, 최근 3개월분 전화요금 납부영수증 또는 최근 3개월분 자동이체 통장(인터넷통장 포함) ※ 인감증명서는 6개월 이내 분만 유효하며, 위임장은 별도의 양식 없이 A4용지에 해당 서비스와 관련된 내용 및 위임 사실을 기재해 주시고 인감도장을 날인해 주시면 됩니다."
"집전화","국제 전보란 무엇인가요?","","국제 전보란 무엇인가요?","kt 115전보","국제 전보는 한국과 외국 간에 발/수신하는 전보 서비스로 한국어, 영어, 일본어, 중국어 등 다양한 언어표현을 혼용한 메시지와 함께 꽃, 전화카드 등을 선물하고 받을 수 있는 고품격 국제 전보 서비스입니다.   ※ 국제 전보에 대한 자세한 사항은 해당 고객센터(1588-2356번)로 문의해 보시기 바랍니다."
"집전화","같은 시에서 이전하는데 왜 전화번호가 바뀌나요?","","같은 시에서 이전하는데 왜 전화번호가 바뀌나요?","기타","고객님께 보다 좋은 품질의 서비스를 제공하기 위하여 올레 플라자마다 국번을 다르게 관리하고 있습니다."
"집전화","수급자인데 전화를 설치할 때 비용이 얼마나 드나요?","","수급자인데 전화를 설치할 때 비용이 얼마나 드나요?","요금관련 ","복지할인 대상자(수급자)의 경우 기본료 및 가입비, 이전 설치비는 전액 면제됩니다."
